Spieler,DFB_id,link,Nation,Nationalelf
Gerd Müller,3257,https://datencenter.dfb.de/profil/3257,['Deutschland'],Deutschland
Robert Lewandowski,17534,https://datencenter.dfb.de/profil/17534,['Polen'],Polen
Klaus Fischer,44186,https://datencenter.dfb.de/profil/44186,['Deutschland'],Deutschland
Jupp Heynckes,42760,https://datencenter.dfb.de/profil/42760,['Deutschland'],Deutschland
Manfred Burgsmüller,43169,https://datencenter.dfb.de/profil/43169,['Deutschland'],Deutschland
Claudio Pizarro,5681,https://datencenter.dfb.de/profil/5681,"['Peru', 'Italien']",Peru
Ulf Kirsten,3158,https://datencenter.dfb.de/profil/3158,['Deutschland'],Deutschland
Stefan Kuntz,41954,https://datencenter.dfb.de/profil/41954,['Deutschland'],Deutschland
Dieter Müller,44507,https://datencenter.dfb.de/profil/44507,['Deutschland'],Deutschland
Klaus Allofs,43182,https://datencenter.dfb.de/profil/43182,['Deutschland'],Deutschland
Mario Gomez,7515,https://datencenter.dfb.de/profil/7515,['Deutschland'],Deutschland
Hannes Löhr,43632,https://datencenter.dfb.de/profil/43632,['Deutschland'],Deutschland
Karl-Heinz Rummenigge,41480,https://datencenter.dfb.de/profil/41480,['Deutschland'],Deutschland
Bernd Hölzenbein,44057,https://datencenter.dfb.de/profil/44057,['Deutschland'],Deutschland
Fritz Walter,45441,https://datencenter.dfb.de/profil/45441,['Deutschland'],Deutschland
Thomas Allofs,43322,https://datencenter.dfb.de/profil/43322,['Deutschland'],Deutschland
Marco Reus,22225,https://datencenter.dfb.de/profil/22225,['Deutschland'],Deutschland
Stefan Kießling,3133,https://datencenter.dfb.de/profil/3133,['Deutschland'],Deutschland
Bernd Nickel,44058,https://datencenter.dfb.de/profil/44058,['Deutschland'],Deutschland
Uwe Seeler,41482,https://datencenter.dfb.de/profil/41482,['Deutschland'],Deutschland
Thomas Müller,3249,https://datencenter.dfb.de/profil/3249,['Deutschland'],Deutschland
Horst Hrubesch,44757,https://datencenter.dfb.de/profil/44757,['Deutschland'],Deutschland
Giovane Élber,40706,https://datencenter.dfb.de/profil/40706,['Brasilien'],Brasilien
Rudi Völler,41454,https://datencenter.dfb.de/profil/41454,['Deutschland'],Deutschland
Michael Zorc,45357,https://datencenter.dfb.de/profil/45357,['Deutschland'],Deutschland
Karl Allgöwer,45324,https://datencenter.dfb.de/profil/45324,['Deutschland'],Deutschland
Dieter Hoeneß,44910,https://datencenter.dfb.de/profil/44910,['Deutschland'],Deutschland
Vedad Ibišević,492,https://datencenter.dfb.de/profil/492,"['Bosnien-Herzegowina', 'USA']",Bosnien-Herzegowina
Martin Max,40782,https://datencenter.dfb.de/profil/40782,['Deutschland'],Deutschland
Georg Volkert,43435,https://datencenter.dfb.de/profil/43435,['Deutschland'],Deutschland
Frank Mill,44838,https://datencenter.dfb.de/profil/44838,['Deutschland'],Deutschland
Miroslav Klose,3205,https://datencenter.dfb.de/profil/3205,['Deutschland'],Deutschland
Herbert Laumen,42761,https://datencenter.dfb.de/profil/42761,['Deutschland'],Deutschland
Lothar Matthäus,18419,https://datencenter.dfb.de/profil/18419,['Deutschland'],Deutschland
Roland Wohlfarth,45309,https://datencenter.dfb.de/profil/45309,['Deutschland'],Deutschland
Ronnie Worm,44431,https://datencenter.dfb.de/profil/44431,['Deutschland'],Deutschland
Bernd Rupp,42762,https://datencenter.dfb.de/profil/42762,['Deutschland'],Deutschland
Pierre Littbarski,41955,https://datencenter.dfb.de/profil/41955,['Deutschland'],Deutschland
Lothar Emmerich,42620,https://datencenter.dfb.de/profil/42620,['Deutschland'],Deutschland
Reiner Geye,43300,https://datencenter.dfb.de/profil/43300,['Deutschland'],Deutschland
Kevin Kurányi,7516,https://datencenter.dfb.de/profil/7516,['Deutschland'],Deutschland
Andreas Möller,28757,https://datencenter.dfb.de/profil/28757,['Deutschland'],Deutschland
Jürgen Klinsmann,3209,https://datencenter.dfb.de/profil/3209,['Deutschland'],Deutschland
Jürgen Grabowski,43830,https://datencenter.dfb.de/profil/43830,['Deutschland'],Deutschland
Klaus Toppmöller,43273,https://datencenter.dfb.de/profil/43273,['Deutschland'],Deutschland
Fredi Bobic,40688,https://datencenter.dfb.de/profil/40688,['Deutschland'],Deutschland
Uwe Rahn,45122,https://datencenter.dfb.de/profil/45122,['Deutschland'],Deutschland
Stéphane Chapuisat,42363,https://datencenter.dfb.de/profil/42363,['Schweiz'],Schweiz
Ailton,18756,https://datencenter.dfb.de/profil/18756,['Brasilien'],Brasilien
Christian Schreier,45337,https://datencenter.dfb.de/profil/45337,['Deutschland'],Deutschland
Bruno Labbadia,3136,https://datencenter.dfb.de/profil/3136,['Deutschland'],Deutschland
Marco Bode,40765,https://datencenter.dfb.de/profil/40765,['Deutschland'],Deutschland
Thomas von Heesen,269,https://datencenter.dfb.de/profil/269,['Deutschland'],Deutschland
Arjen Robben,19538,https://datencenter.dfb.de/profil/19538,['Niederlande'],Niederlande
Mehmet Scholl,40704,https://datencenter.dfb.de/profil/40704,['Deutschland'],Deutschland
Beom-geun Cha,41474,https://datencenter.dfb.de/profil/41474,['Südkorea'],Südkorea
Erwin Kostedde,43156,https://datencenter.dfb.de/profil/43156,['Deutschland'],Deutschland
Pierre-Emerick Aubameyang,134830,https://datencenter.dfb.de/profil/134830,"['Gabun', 'Frankreich']",Gabun
Max Kruse,29226,https://datencenter.dfb.de/profil/29226,['Deutschland'],Deutschland
Frank Neubarth,41775,https://datencenter.dfb.de/profil/41775,['Deutschland'],Deutschland
Franz Brungs,42618,https://datencenter.dfb.de/profil/42618,['Deutschland'],Deutschland
Hermann Ohlicher,44597,https://datencenter.dfb.de/profil/44597,['Deutschland'],Deutschland
Tony Yeboah,46085,https://datencenter.dfb.de/profil/46085,['Ghana'],Ghana
Sergej Barbarez,40734,https://datencenter.dfb.de/profil/40734,"['Bosnien-Herzegowina', 'Deutschland']",Bosnien-Herzegowina
Erich Beer,43458,https://datencenter.dfb.de/profil/43458,['Deutschland'],Deutschland
Hans-Jörg Criens,43784,https://datencenter.dfb.de/profil/43784,['Deutschland'],Deutschland
Paul Breitner,44290,https://datencenter.dfb.de/profil/44290,['Deutschland'],Deutschland
Alexander Meier,8134,https://datencenter.dfb.de/profil/8134,['Deutschland'],Deutschland
Willi Reimann,41953,https://datencenter.dfb.de/profil/41953,['Deutschland'],Deutschland
Ente Lippens,43981,https://datencenter.dfb.de/profil/43981,"['Deutschland', 'Niederlande']",Deutschland
Oliver Neuville,3890,https://datencenter.dfb.de/profil/3890,['Deutschland'],Deutschland
Timo Werner,263930,https://datencenter.dfb.de/profil/263930,['Deutschland'],Deutschland
Uwe Bein,45093,https://datencenter.dfb.de/profil/45093,['Deutschland'],Deutschland
Rüdiger Wenzel,44695,https://datencenter.dfb.de/profil/44695,['Deutschland'],Deutschland
Michael Preetz,40751,https://datencenter.dfb.de/profil/40751,['Deutschland'],Deutschland
Toni Polster,41750,https://datencenter.dfb.de/profil/41750,['Österreich'],Österreich
Wolfgang Frank,43654,https://datencenter.dfb.de/profil/43654,['Deutschland'],Deutschland
Andrej Kramarić,152915,https://datencenter.dfb.de/profil/152915,['Kroatien'],Kroatien
Nils Petersen,9231,https://datencenter.dfb.de/profil/9231,['Deutschland'],Deutschland
Cacau,28329,https://datencenter.dfb.de/profil/28329,"['Deutschland', 'Brasilien']",Deutschland
Werner Weist,43090,https://datencenter.dfb.de/profil/43090,['Deutschland'],Deutschland
Karl-Heinz Handschuh,43988,https://datencenter.dfb.de/profil/43988,['Deutschland'],Deutschland
Franck Ribéry,3200,https://datencenter.dfb.de/profil/3200,['Frankreich'],Frankreich
Uli Hoeneß,43473,https://datencenter.dfb.de/profil/43473,['Deutschland'],Deutschland
Dieter Eckstein,43736,https://datencenter.dfb.de/profil/43736,['Deutschland'],Deutschland
Klaas-Jan Huntelaar,1186,https://datencenter.dfb.de/profil/1186,['Niederlande'],Niederlande
Lothar Ulsaß,43683,https://datencenter.dfb.de/profil/43683,['Deutschland'],Deutschland
Wolfgang Overath,41478,https://datencenter.dfb.de/profil/41478,['Deutschland'],Deutschland
Horst Köppel,43989,https://datencenter.dfb.de/profil/43989,['Deutschland'],Deutschland
Anthony Modeste,19922,https://datencenter.dfb.de/profil/19922,"['Frankreich', 'Martinique']",Frankreich
Friedhelm Funkel,8143,https://datencenter.dfb.de/profil/8143,['Deutschland'],Deutschland
Raffael,14959,https://datencenter.dfb.de/profil/14959,['Brasilien'],Brasilien
Günter Netzer,42756,https://datencenter.dfb.de/profil/42756,['Deutschland'],Deutschland
Olaf Thon,40725,https://datencenter.dfb.de/profil/40725,['Deutschland'],Deutschland
Heinz Flohe,43905,https://datencenter.dfb.de/profil/43905,['Deutschland'],Deutschland
Michael Rummenigge,45074,https://datencenter.dfb.de/profil/45074,['Deutschland'],Deutschland
Wolfgang Seel,43265,https://datencenter.dfb.de/profil/43265,['Deutschland'],Deutschland
Roy Makaay,11279,https://datencenter.dfb.de/profil/11279,['Niederlande'],Niederlande
Bernard Dietz,44337,https://datencenter.dfb.de/profil/44337,['Deutschland'],Deutschland
Kevin Volland,224290,https://datencenter.dfb.de/profil/224290,['Deutschland'],Deutschland
Michael Ballack,5668,https://datencenter.dfb.de/profil/5668,['Deutschland'],Deutschland
Lars Stindl,16487,https://datencenter.dfb.de/profil/16487,['Deutschland'],Deutschland
Rüdiger Abramczik,43694,https://datencenter.dfb.de/profil/43694,['Deutschland'],Deutschland
Marcelinho,28519,https://datencenter.dfb.de/profil/28519,['Brasilien'],Brasilien
Heinz Strehl,42538,https://datencenter.dfb.de/profil/42538,['Deutschland'],Deutschland
Allan Simonsen,44465,https://datencenter.dfb.de/profil/44465,['Dänemark'],Dänemark
Manfred Kaltz,44412,https://datencenter.dfb.de/profil/44412,['Deutschland'],Deutschland
Jürgen Röber,43105,https://datencenter.dfb.de/profil/43105,['Deutschland'],Deutschland
Lorenz Horr,44232,https://datencenter.dfb.de/profil/44232,['Deutschland'],Deutschland
Heiko Herrlich,40689,https://datencenter.dfb.de/profil/40689,['Deutschland'],Deutschland
Dieter Brenninger,42734,https://datencenter.dfb.de/profil/42734,['Deutschland'],Deutschland
Werner Görts,43034,https://datencenter.dfb.de/profil/43034,['Deutschland'],Deutschland
Herbert Waas,45347,https://datencenter.dfb.de/profil/45347,['Deutschland'],Deutschland
Ebbe Sand,40730,https://datencenter.dfb.de/profil/40730,['Dänemark'],Dänemark
Franz Roth,43913,https://datencenter.dfb.de/profil/43913,['Deutschland'],Deutschland
Timo Konietzka,42621,https://datencenter.dfb.de/profil/42621,['Deutschland'],Deutschland
Hans Siemensmeyer,43854,https://datencenter.dfb.de/profil/43854,['Deutschland'],Deutschland
Ivica Olić,14449,https://datencenter.dfb.de/profil/14449,['Kroatien'],Kroatien
Karl-Heinz Riedle,43175,https://datencenter.dfb.de/profil/43175,['Deutschland'],Deutschland
Sigfried Held,43816,https://datencenter.dfb.de/profil/43816,['Deutschland'],Deutschland
Stefan Effenberg,40702,https://datencenter.dfb.de/profil/40702,['Deutschland'],Deutschland
Christian Müller,43130,https://datencenter.dfb.de/profil/43130,['Deutschland'],Deutschland
Diego Klimowicz,3960,https://datencenter.dfb.de/profil/3960,['Argentinien'],Argentinien
Hans-Joachim Abel,44480,https://datencenter.dfb.de/profil/44480,['Deutschland'],Deutschland
Lukas Podolski,3206,https://datencenter.dfb.de/profil/3206,"['Deutschland', 'Polen']",Deutschland
Arnold Schütz,42648,https://datencenter.dfb.de/profil/42648,['Deutschland'],Deutschland
Dimitar Berbatow,26466,https://datencenter.dfb.de/profil/26466,['Bulgarien'],Bulgarien
Jürgen Wegmann,45474,https://datencenter.dfb.de/profil/45474,['Deutschland'],Deutschland
Reinhold Wosab,42625,https://datencenter.dfb.de/profil/42625,['Deutschland'],Deutschland
Bernd Gersdorff,44217,https://datencenter.dfb.de/profil/44217,['Deutschland'],Deutschland
Paulo Sérgio,40707,https://datencenter.dfb.de/profil/40707,['Brasilien'],Brasilien
Frank Ordenewitz,43164,https://datencenter.dfb.de/profil/43164,['Deutschland'],Deutschland
Thomas Häßler,40777,https://datencenter.dfb.de/profil/40777,['Deutschland'],Deutschland
Norbert Meier,12674,https://datencenter.dfb.de/profil/12674,['Deutschland'],Deutschland
Jørn Andersen,437,https://datencenter.dfb.de/profil/437,['Norwegen'],Norwegen
Uwe Reinders,42892,https://datencenter.dfb.de/profil/42892,['Deutschland'],Deutschland
Serge Gnabry,234287,https://datencenter.dfb.de/profil/234287,"['Deutschland', ""Elfenbeinküste (Côte d'Ivoire)""]",Deutschland
Bernhard Winkler,40783,https://datencenter.dfb.de/profil/40783,['Deutschland'],Deutschland
Holger Fach,9062,https://datencenter.dfb.de/profil/9062,['Deutschland'],Deutschland
Halil Altintop,10454,https://datencenter.dfb.de/profil/10454,"['Türkei', 'Deutschland']",Türkei
Willi Huberts,43544,https://datencenter.dfb.de/profil/43544,['Österreich'],Österreich
Martin Harnik,20270,https://datencenter.dfb.de/profil/20270,"['Österreich', 'Deutschland']",Österreich
Wolfram Wuttke,43341,https://datencenter.dfb.de/profil/43341,['Deutschland'],Deutschland
Edin Džeko,28522,https://datencenter.dfb.de/profil/28522,['Bosnien-Herzegowina'],Bosnien-Herzegowina
Rudi Brunnenmeier,43622,https://datencenter.dfb.de/profil/43622,['Deutschland'],Deutschland
Siegfried Reich,45125,https://datencenter.dfb.de/profil/45125,['Deutschland'],Deutschland
Rudolf Seliger,44430,https://datencenter.dfb.de/profil/44430,['Deutschland'],Deutschland
Carl-Heinz Rühl,42602,https://datencenter.dfb.de/profil/42602,['Deutschland'],Deutschland
Frank Hartmann,43345,https://datencenter.dfb.de/profil/43345,['Deutschland'],Deutschland
Rainer Ohlhauser,42739,https://datencenter.dfb.de/profil/42739,['Deutschland'],Deutschland
Hans-Günter Bruns,44550,https://datencenter.dfb.de/profil/44550,['Deutschland'],Deutschland
Jimmy Hartwig,44579,https://datencenter.dfb.de/profil/44579,['Deutschland'],Deutschland
Rainer Budde,43943,https://datencenter.dfb.de/profil/43943,['Deutschland'],Deutschland
Erling Braut Haaland,377938,https://datencenter.dfb.de/profil/377938,['Norwegen'],Norwegen
Franz-Josef Hönig,44066,https://datencenter.dfb.de/profil/44066,['Deutschland'],Deutschland
Markus Schroth,26807,https://datencenter.dfb.de/profil/26807,['Deutschland'],Deutschland
Willi Neuberger,43087,https://datencenter.dfb.de/profil/43087,['Deutschland'],Deutschland
Mario Basler,40661,https://datencenter.dfb.de/profil/40661,['Deutschland'],Deutschland
Wilfried Hannes,44689,https://datencenter.dfb.de/profil/44689,['Deutschland'],Deutschland
Josef Pirrung,43241,https://datencenter.dfb.de/profil/43241,['Deutschland'],Deutschland
Klaus Zaczyk,43457,https://datencenter.dfb.de/profil/43457,['Deutschland'],Deutschland
Roland Sandberg,43277,https://datencenter.dfb.de/profil/43277,['Schweden'],Schweden
Erwin Kremers,44031,https://datencenter.dfb.de/profil/44031,['Deutschland'],Deutschland
Sean Dundee,40795,https://datencenter.dfb.de/profil/40795,"['Deutschland', 'Südafrika']",Deutschland
Jonathan Akpoborie,41038,https://datencenter.dfb.de/profil/41038,"['Nigeria', 'Deutschland']",Nigeria
Jan Koller,16981,https://datencenter.dfb.de/profil/16981,['Tschechien'],Tschechien
Martin Dahlin,42445,https://datencenter.dfb.de/profil/42445,['Schweden'],Schweden
Harald Spörl,46109,https://datencenter.dfb.de/profil/46109,['Deutschland'],Deutschland
Jan Furtok,46112,https://datencenter.dfb.de/profil/46112,['Polen'],Polen
Olaf Marschall,40668,https://datencenter.dfb.de/profil/40668,['Deutschland'],Deutschland
Hans-Jürgen Wittkamp,44063,https://datencenter.dfb.de/profil/44063,['Deutschland'],Deutschland
Andreas Herzog,40767,https://datencenter.dfb.de/profil/40767,['Deutschland'],Deutschland
Stefan Kohn,43185,https://datencenter.dfb.de/profil/43185,['Deutschland'],Deutschland
Atli Eðvaldsson,45129,https://datencenter.dfb.de/profil/45129,['Island'],Island
Norbert Janzon,44233,https://datencenter.dfb.de/profil/44233,['Deutschland'],Deutschland
Grafite,28524,https://datencenter.dfb.de/profil/28524,['Brasilien'],Brasilien
Wout Weghorst,372619,https://datencenter.dfb.de/profil/372619,['Niederlande'],Niederlande
Wynton Rufer,41475,https://datencenter.dfb.de/profil/41475,['Neuseeland'],Neuseeland
Bernd Klotz,44979,https://datencenter.dfb.de/profil/44979,['Deutschland'],Deutschland
Hartmut Weiß,43732,https://datencenter.dfb.de/profil/43732,['Deutschland'],Deutschland
Charly Dörfel,42577,https://datencenter.dfb.de/profil/42577,['Deutschland'],Deutschland
Günter Thiele,45016,https://datencenter.dfb.de/profil/45016,['Deutschland'],Deutschland
Hans Küppers,43455,https://datencenter.dfb.de/profil/43455,['Deutschland'],Deutschland
Mike Hanke,7507,https://datencenter.dfb.de/profil/7507,['Deutschland'],Deutschland
Rainer Bonhof,44295,https://datencenter.dfb.de/profil/44295,['Deutschland'],Deutschland
Diego,4134,https://datencenter.dfb.de/profil/4134,"['Brasilien', 'Italien']",Brasilien
Ferdinand Keller,44275,https://datencenter.dfb.de/profil/44275,['Deutschland'],Deutschland
Mario Götze,167830,https://datencenter.dfb.de/profil/167830,['Deutschland'],Deutschland
Andrzej Juskowiak,40821,https://datencenter.dfb.de/profil/40821,['Polen'],Polen
Aaron Hunt,29228,https://datencenter.dfb.de/profil/29228,"['Deutschland', 'England']",Deutschland
Stefan Beinlich,40744,https://datencenter.dfb.de/profil/40744,['Deutschland'],Deutschland
Karl-Heinz Thielen,43133,https://datencenter.dfb.de/profil/43133,['Deutschland'],Deutschland
Theofanis Gekas,3131,https://datencenter.dfb.de/profil/3131,['Griechenland'],Griechenland
Christian Hochstätter,45353,https://datencenter.dfb.de/profil/45353,['Deutschland'],Deutschland
Benny Wendt,43301,https://datencenter.dfb.de/profil/43301,['Schweden'],Schweden
Heinz Simmet,43680,https://datencenter.dfb.de/profil/43680,['Deutschland'],Deutschland
Horst-Dieter Höttges,42972,https://datencenter.dfb.de/profil/42972,['Deutschland'],Deutschland
Walter Kelsch,44911,https://datencenter.dfb.de/profil/44911,['Deutschland'],Deutschland
Krassimir Balakow,10637,https://datencenter.dfb.de/profil/10637,['Bulgarien'],Bulgarien
Alexander Zickler,21602,https://datencenter.dfb.de/profil/21602,['Deutschland'],Deutschland
Rudi Bommer,19084,https://datencenter.dfb.de/profil/19084,['Deutschland'],Deutschland
Dieter Bast,44341,https://datencenter.dfb.de/profil/44341,['Deutschland'],Deutschland
Uwe Wegmann,43417,https://datencenter.dfb.de/profil/43417,['Deutschland'],Deutschland
Hansi Müller,44907,https://datencenter.dfb.de/profil/44907,['Deutschland'],Deutschland
Ádám Szalai,78189,https://datencenter.dfb.de/profil/78189,['Ungarn'],Ungarn
Thomas Brdaric,40675,https://datencenter.dfb.de/profil/40675,['Deutschland'],Deutschland
Ioannis Amanatidis,8138,https://datencenter.dfb.de/profil/8138,['Griechenland'],Griechenland
Jürgen Milewski,44719,https://datencenter.dfb.de/profil/44719,['Deutschland'],Deutschland
Mario Mandžukić,7677,https://datencenter.dfb.de/profil/7677,['Kroatien'],Kroatien
Hans Walitza,42949,https://datencenter.dfb.de/profil/42949,['Deutschland'],Deutschland
Erwin Hermandung,43999,https://datencenter.dfb.de/profil/43999,['Deutschland'],Deutschland
Ingo Anderbrügge,45469,https://datencenter.dfb.de/profil/45469,['Deutschland'],Deutschland
Herbert Büssers,44514,https://datencenter.dfb.de/profil/44514,['Deutschland'],Deutschland
Pille Gecks,43584,https://datencenter.dfb.de/profil/43584,['Deutschland'],Deutschland
Carsten Jancker,25745,https://datencenter.dfb.de/profil/25745,['Deutschland'],Deutschland
Klaus Wunder,43143,https://datencenter.dfb.de/profil/43143,['Deutschland'],Deutschland
Jupp Kaczor,44663,https://datencenter.dfb.de/profil/44663,['Deutschland'],Deutschland
Ole Bjørnmose,43031,https://datencenter.dfb.de/profil/43031,['Dänemark'],Dänemark
Manfred Pohlschmidt,43608,https://datencenter.dfb.de/profil/43608,['Deutschland'],Deutschland
Hasan Salihamidžić,16254,https://datencenter.dfb.de/profil/16254,['Bosnien-Herzegowina'],Bosnien-Herzegowina
Klaus Augenthaler,41741,https://datencenter.dfb.de/profil/41741,['Deutschland'],Deutschland
Eric Maxim Choupo-Moting,14446,https://datencenter.dfb.de/profil/14446,"['Kamerun', 'Deutschland']",Kamerun
Souleyman Sané,43759,https://datencenter.dfb.de/profil/43759,"['Senegal', 'Frankreich']",Senegal
Bernd Hobsch,40884,https://datencenter.dfb.de/profil/40884,['Deutschland'],Deutschland
Bachirou Salou,40697,https://datencenter.dfb.de/profil/40697,"['Togo', 'Deutschland']",Togo
André Schürrle,156189,https://datencenter.dfb.de/profil/156189,['Deutschland'],Deutschland
Klaus Täuber,43657,https://datencenter.dfb.de/profil/43657,['Deutschland'],Deutschland
André Silva,300778,https://datencenter.dfb.de/profil/300778,['Portugal'],Portugal
Mladen Petrić,3961,https://datencenter.dfb.de/profil/3961,['Kroatien'],Kroatien
Herbert Wimmer,43917,https://datencenter.dfb.de/profil/43917,['Deutschland'],Deutschland
Martin Kree,45516,https://datencenter.dfb.de/profil/45516,['Deutschland'],Deutschland
Gerald Asamoah,7506,https://datencenter.dfb.de/profil/7506,['Deutschland'],Deutschland
Helmut Kremers,44028,https://datencenter.dfb.de/profil/44028,['Deutschland'],Deutschland
Ivan Klasnić,10226,https://datencenter.dfb.de/profil/10226,['Kroatien'],Kroatien
Andreas Brehme,41737,https://datencenter.dfb.de/profil/41737,['Deutschland'],Deutschland
Marcel Witeczek,40896,https://datencenter.dfb.de/profil/40896,['Deutschland'],Deutschland
Pavel Kuka,43412,https://datencenter.dfb.de/profil/43412,['Tschechien'],Tschechien
Daniel Caligiuri,22989,https://datencenter.dfb.de/profil/22989,"['Deutschland', 'Italien']",Deutschland
Ewald Lienen,20504,https://datencenter.dfb.de/profil/20504,['Deutschland'],Deutschland
Lars Ricken,40686,https://datencenter.dfb.de/profil/40686,['Deutschland'],Deutschland
Johannes Riedl,43284,https://datencenter.dfb.de/profil/43284,['Deutschland'],Deutschland
Artur Wichniarek,1887,https://datencenter.dfb.de/profil/1887,['Polen'],Polen
Peter Grosser,43623,https://datencenter.dfb.de/profil/43623,['Deutschland'],Deutschland
Julian Brandt,264078,https://datencenter.dfb.de/profil/264078,['Deutschland'],Deutschland
Werner Krämer,42941,https://datencenter.dfb.de/profil/42941,['Deutschland'],Deutschland
Torsten Frings,7503,https://datencenter.dfb.de/profil/7503,['Deutschland'],Deutschland
Ewerthon,8567,https://datencenter.dfb.de/profil/8567,['Brasilien'],Brasilien
Salomon Kalou,5680,https://datencenter.dfb.de/profil/5680,"[""Elfenbeinküste (Côte d'Ivoire)""]",Elfenbeinküste (Côte d'Ivoire)
Peter Reichert,45327,https://datencenter.dfb.de/profil/45327,['Deutschland'],Deutschland
Uwe Leifeld,45668,https://datencenter.dfb.de/profil/45668,['Deutschland'],Deutschland
Maurizio Gaudino,45157,https://datencenter.dfb.de/profil/45157,['Deutschland'],Deutschland
Rolf Rüssmann,44221,https://datencenter.dfb.de/profil/44221,['Deutschland'],Deutschland
Andrij Woronin,17993,https://datencenter.dfb.de/profil/17993,['Ukraine'],Ukraine
Bas Dost,9466,https://datencenter.dfb.de/profil/9466,['Niederlande'],Niederlande
Harald Nickel,43802,https://datencenter.dfb.de/profil/43802,['Deutschland'],Deutschland
Sejad Salihović,484,https://datencenter.dfb.de/profil/484,['Bosnien-Herzegowina'],Bosnien-Herzegowina
Wolfgang Kraus,44390,https://datencenter.dfb.de/profil/44390,['Deutschland'],Deutschland
Wolfgang Rolff,29231,https://datencenter.dfb.de/profil/29231,['Deutschland'],Deutschland
Paolo Guerrero,14448,https://datencenter.dfb.de/profil/14448,['Peru'],Peru
Rodolfo Cardoso,40735,https://datencenter.dfb.de/profil/40735,['Argentinien'],Argentinien
Mohamed Zidan,1281,https://datencenter.dfb.de/profil/1281,['Ägypten'],Ägypten
Norbert Eilenfeldt,43317,https://datencenter.dfb.de/profil/43317,['Deutschland'],Deutschland
Hans-Peter Briegel,43288,https://datencenter.dfb.de/profil/43288,['Deutschland'],Deutschland
André Hahn,14473,https://datencenter.dfb.de/profil/14473,['Deutschland'],Deutschland
Jörgen Pettersson,17331,https://datencenter.dfb.de/profil/17331,['Schweden'],Schweden
Theo Bücker,44214,https://datencenter.dfb.de/profil/44214,['Deutschland'],Deutschland
Falko Götz,45458,https://datencenter.dfb.de/profil/45458,['Deutschland'],Deutschland
Norbert Nachtweih,44861,https://datencenter.dfb.de/profil/44861,['Deutschland'],Deutschland
Winfried Schäfer,44127,https://datencenter.dfb.de/profil/44127,['Deutschland'],Deutschland
Werner Lorant,44380,https://datencenter.dfb.de/profil/44380,['Deutschland'],Deutschland
Felix Magath,28529,https://datencenter.dfb.de/profil/28529,['Deutschland'],Deutschland
Wolfgang Solz,43548,https://datencenter.dfb.de/profil/43548,['Deutschland'],Deutschland
Dieter Herzog,42707,https://datencenter.dfb.de/profil/42707,['Deutschland'],Deutschland
Walter Bechtold,43829,https://datencenter.dfb.de/profil/43829,['Deutschland'],Deutschland
Harald Kohr,43349,https://datencenter.dfb.de/profil/43349,['Deutschland'],Deutschland
Christian Gentner,28516,https://datencenter.dfb.de/profil/28516,['Deutschland'],Deutschland
Michael Spies,42863,https://datencenter.dfb.de/profil/42863,['Deutschland'],Deutschland
Patrick Herrmann,165989,https://datencenter.dfb.de/profil/165989,['Deutschland'],Deutschland
Vratislav Lokvenc,9113,https://datencenter.dfb.de/profil/9113,['Tschechien'],Tschechien
Daniel Didavi,133962,https://datencenter.dfb.de/profil/133962,['Deutschland'],Deutschland
Naldo,4148,https://datencenter.dfb.de/profil/4148,"['Brasilien', 'Deutschland']",Brasilien
Bastian Schweinsteiger,3201,https://datencenter.dfb.de/profil/3201,['Deutschland'],Deutschland
Norbert Dickel,45095,https://datencenter.dfb.de/profil/45095,['Deutschland'],Deutschland
Charly Körbel,44470,https://datencenter.dfb.de/profil/44470,['Deutschland'],Deutschland
Werner Dreßel,43138,https://datencenter.dfb.de/profil/43138,['Deutschland'],Deutschland
Patrick Helmes,3132,https://datencenter.dfb.de/profil/3132,['Deutschland'],Deutschland
Marko Pantelić,14957,https://datencenter.dfb.de/profil/14957,['Serbien'],Serbien
Bruno Pezzey,43161,https://datencenter.dfb.de/profil/43161,['Österreich'],Österreich
Ditmar Jakobs,44436,https://datencenter.dfb.de/profil/44436,['Deutschland'],Deutschland
Adrián Ramos,1565,https://datencenter.dfb.de/profil/1565,['Kolumbien'],Kolumbien
Wilfried Kohlars,43625,https://datencenter.dfb.de/profil/43625,['Deutschland'],Deutschland
Rafael van der Vaart,14444,https://datencenter.dfb.de/profil/14444,['Niederlande'],Niederlande
Gerd Zimmermann,44128,https://datencenter.dfb.de/profil/44128,['Deutschland'],Deutschland
Milivoje Novakovič,193,https://datencenter.dfb.de/profil/193,['Slowenien'],Slowenien
Mark Uth,216003,https://datencenter.dfb.de/profil/216003,['Deutschland'],Deutschland
Frank Schulz,29331,https://datencenter.dfb.de/profil/29331,['Deutschland'],Deutschland
Franz Beckenbauer,41477,https://datencenter.dfb.de/profil/41477,['Deutschland'],Deutschland
Horst Wild,43572,https://datencenter.dfb.de/profil/43572,['Deutschland'],Deutschland
Wolfgang Vöge,44796,https://datencenter.dfb.de/profil/44796,['Deutschland'],Deutschland
Henning Jensen,44464,https://datencenter.dfb.de/profil/44464,['Dänemark'],Dänemark
Wolfgang Sidka,43158,https://datencenter.dfb.de/profil/43158,['Deutschland'],Deutschland
Bernd Lehmann,44090,https://datencenter.dfb.de/profil/44090,['Deutschland'],Deutschland
Arne-Larsen Økland,45117,https://datencenter.dfb.de/profil/45117,['Norwegen'],Norwegen
